source,title,university,difficulty,subject,price,is_paid,rating,rating_capped_5,popularity,popularity_norm,skills,description,url,num_lectures,start_date,end_date,published_date,text
,Fiber Optics,Prof. Vipul Rastogi,Unknown,general,,,,,,,"The course is aimed at equipping the undergraduate Engineering and Physics students with the basic understanding of optical fibers and optical fiber communication. The course provides knowledge of optical fiber waveguide at fundamental level, essentials of an optical fiber communication system and understanding of various components of an optical fiber telecommunication system.","The course is aimed at equipping the undergraduate Engineering and Physics students with the basic understanding of optical fibers and optical fiber communication. The course provides knowledge of optical fiber waveguide at fundamental level, essentials of an optical fiber communication system and understanding of various components of an optical fiber telecommunication system.",,,2017-01-01,2017-03-01,,"Fiber Optics The course is aimed at equipping the undergraduate Engineering and Physics students with the basic understanding of optical fibers and optical fiber communication. The course provides knowledge of optical fiber waveguide at fundamental level, essentials of an optical fiber communication system and understanding of various components of an optical fiber telecommunication system. The course is aimed at equipping the undergraduate Engineering and Physics students with the basic understanding of optical fibers and optical fiber communication. The course provides knowledge of optical fiber waveguide at fundamental level, essentials of an optical fiber communication system and understanding of various components of an optical fiber telecommunication system."
,Techniques in inorganic chemistry,Unknown,Unknown,general,,,,,,,,,,,2019-01-01,2019-04-01,,Techniques in inorganic chemistry
,The Popular Gothic Novel,Prof. Divya A,Unknown,general,,,,,,,"Contents of the Course
â¢ The course discusses the defining traits of the popular gothic novel in the eighteenth and nineteenth-century English fiction. 

â¢ The course traces the structures and implications of the various plots of the popular gothic novel that caught the imagination of the reading public in the eighteenth and nineteenth-century Britain.

â¢ The course introduces the students to a wide range of eighteenth and nineteenth- century novelists who were practitioners of the gothic genre such as Horace Walpole, Ann Radcliffe, Mathew Lewis, Bram Stoker, Mary Shelley, Wilkie Collins, Charles Dickens, and Charlotte BrontÃ«.","Contents of the Course
â¢ The course discusses the defining traits of the popular gothic novel in the eighteenth and nineteenth-century English fiction. 

â¢ The course traces the structures and implications of the various plots of the popular gothic novel that caught the imagination of the reading public in the eighteenth and nineteenth-century Britain.

â¢ The course introduces the students to a wide range of eighteenth and nineteenth- century novelists who were practitioners of the gothic genre such as Horace Walpole, Ann Radcliffe, Mathew Lewis, Bram Stoker, Mary Shelley, Wilkie Collins, Charles Dickens, and Charlotte BrontÃ«.",,,2020-09-01,2020-12-01,,"The Popular Gothic Novel Contents of the Course
â¢ The course discusses the defining traits of the popular gothic novel in the eighteenth and nineteenth-century English fiction. 

â¢ The course traces the structures and implications of the various plots of the popular gothic novel that caught the imagination of the reading public in the eighteenth and nineteenth-century Britain.

â¢ The course introduces the students to a wide range of eighteenth and nineteenth- century novelists who were practitioners of the gothic genre such as Horace Walpole, Ann Radcliffe, Mathew Lewis, Bram Stoker, Mary Shelley, Wilkie Collins, Charles Dickens, and Charlotte BrontÃ«. Contents of the Course
â¢ The course discusses the defining traits of the popular gothic novel in the eighteenth and nineteenth-century English fiction. 

â¢ The course traces the structures and implications of the various plots of the popular gothic novel that caught the imagination of the reading public in the eighteenth and nineteenth-century Britain.

â¢ The course introduces the students to a wide range of eighteenth and nineteenth- century novelists who were practitioners of the gothic genre such as Horace Walpole, Ann Radcliffe, Mathew Lewis, Bram Stoker, Mary Shelley, Wilkie Collins, Charles Dickens, and Charlotte BrontÃ«."
,Basic construction materials,Prof. Manu Santhanam,Unknown,general,,,,,,,"The course intends to provide basic information on the structure and properties of construction materials to undergraduate students. The contents of the course will focus on a fundamental understanding of the structure of common materials, the types of bonds, and mechanisms of damage and failure in materials. It will then introduce the different materials used in construction, with respect to the approached to their design and use. At the end of the course, the student should be able to link the material choice with the application in construction.","The course intends to provide basic information on the structure and properties of construction materials to undergraduate students. The contents of the course will focus on a fundamental understanding of the structure of common materials, the types of bonds, and mechanisms of damage and failure in materials. It will then introduce the different materials used in construction, with respect to the approached to their design and use. At the end of the course, the student should be able to link the material choice with the application in construction.",,,2022-01-01,2022-04-01,,"Basic construction materials The course intends to provide basic information on the structure and properties of construction materials to undergraduate students. The contents of the course will focus on a fundamental understanding of the structure of common materials, the types of bonds, and mechanisms of damage and failure in materials. It will then introduce the different materials used in construction, with respect to the approached to their design and use. At the end of the course, the student should be able to link the material choice with the application in construction. The course intends to provide basic information on the structure and properties of construction materials to undergraduate students. The contents of the course will focus on a fundamental understanding of the structure of common materials, the types of bonds, and mechanisms of damage and failure in materials. It will then introduce the different materials used in construction, with respect to the approached to their design and use. At the end of the course, the student should be able to link the material choice with the application in construction."
,The Psychology of Language,Prof.Naveen Kashyap,Unknown,general,,,,,,,"The very basic form of exchanging information between two living beings is termed as communication. A highly developed form of communication is language, which is used mostly by human beings. The present course will introduce the concept of language and the psychology behind the learning and using of language","The very basic form of exchanging information between two living beings is termed as communication. A highly developed form of communication is language, which is used mostly by human beings. The present course will introduce the concept of language and the psychology behind the learning and using of language",,,2019-07-01,2019-09-01,,"The Psychology of Language The very basic form of exchanging information between two living beings is termed as communication. A highly developed form of communication is language, which is used mostly by human beings. The present course will introduce the concept of language and the psychology behind the learning and using of language The very basic form of exchanging information between two living beings is termed as communication. A highly developed form of communication is language, which is used mostly by human beings. The present course will introduce the concept of language and the psychology behind the learning and using of language"
,Design of Reinforced Concrete Structures,Prof. Nirjhar Dhang,Unknown,general,,,,,,,"Design of reinforced concrete structures is an introductory design course in civil engineering. In this course,  basic elements governed by bending, shear, axial forces or combination of them are identified and are considered as building blocks of the whole structure. Different methods of design will be briefly described before introducing the limit states of collapse and serviceability. The design will be done as per IS 456:2000","Design of reinforced concrete structures is an introductory design course in civil engineering. In this course,  basic elements governed by bending, shear, axial forces or combination of them are identified and are considered as building blocks of the whole structure. Different methods of design will be briefly described before introducing the limit states of collapse and serviceability. The design will be done as per IS 456:2000",,,2019-07-01,2019-10-01,,"Design of Reinforced Concrete Structures Design of reinforced concrete structures is an introductory design course in civil engineering. In this course,  basic elements governed by bending, shear, axial forces or combination of them are identified and are considered as building blocks of the whole structure. Different methods of design will be briefly described before introducing the limit states of collapse and serviceability. The design will be done as per IS 456:2000 Design of reinforced concrete structures is an introductory design course in civil engineering. In this course,  basic elements governed by bending, shear, axial forces or combination of them are identified and are considered as building blocks of the whole structure. Different methods of design will be briefly described before introducing the limit states of collapse and serviceability. The design will be done as per IS 456:2000"
,"Machine Learning, ML",Prof.Carl Gustaf Jansson,Unknown,machine learning,,,,,,,"The scientific discipline of Machine Learning focuses on developing algorithms to find patterns or make predictions from empirical data. It is a classical sub-discipline within Artificial Intelligence (AI). The discipline is increasingly used by many professions and industriesÂ to optimize processes and implement adaptive systems. The course places  machine learning in its context within AI and gives an introduction to the most important core techniques such as decision tree based inductive learning, inductive logic programming, reinforcement learning  and deep learning through decision trees.","The scientific discipline of Machine Learning focuses on developing algorithms to find patterns or make predictions from empirical data. It is a classical sub-discipline within Artificial Intelligence (AI). The discipline is increasingly used by many professions and industriesÂ to optimize processes and implement adaptive systems. The course places  machine learning in its context within AI and gives an introduction to the most important core techniques such as decision tree based inductive learning, inductive logic programming, reinforcement learning  and deep learning through decision trees.",,,2019-02-01,2019-04-01,,"Machine Learning, ML The scientific discipline of Machine Learning focuses on developing algorithms to find patterns or make predictions from empirical data. It is a classical sub-discipline within Artificial Intelligence (AI). The discipline is increasingly used by many professions and industriesÂ to optimize processes and implement adaptive systems. The course places  machine learning in its context within AI and gives an introduction to the most important core techniques such as decision tree based inductive learning, inductive logic programming, reinforcement learning  and deep learning through decision trees. The scientific discipline of Machine Learning focuses on developing algorithms to find patterns or make predictions from empirical data. It is a classical sub-discipline within Artificial Intelligence (AI). The discipline is increasingly used by many professions and industriesÂ to optimize processes and implement adaptive systems. The course places  machine learning in its context within AI and gives an introduction to the most important core techniques such as decision tree based inductive learning, inductive logic programming, reinforcement learning  and deep learning through decision trees."
,Enhancing Soft Skills and Personality,Prof. T. Ravichandran,Unknown,general,,,,,,,"The course aims to cause an enhanced awareness about the significance of soft skills in professional and inter-personal communications and facilitate an all-round development of personality. Hard or technical skills help securing a basic position in one's life and career. But only soft skills can ensure a person retain it, climb further, reach a pinnacle, achieve excellence, and derive fulfilment and supreme joy. Soft skills comprise pleasant and appealing personality traits as self-confidence, positive attitude, emotional intelligence, social grace, flexibility, friendliness and effective communication skills. The focus of this course is on interpersonal and management skills.","The course aims to cause an enhanced awareness about the significance of soft skills in professional and inter-personal communications and facilitate an all-round development of personality. Hard or technical skills help securing a basic position in one's life and career. But only soft skills can ensure a person retain it, climb further, reach a pinnacle, achieve excellence, and derive fulfilment and supreme joy. Soft skills comprise pleasant and appealing personality traits as self-confidence, positive attitude, emotional intelligence, social grace, flexibility, friendliness and effective communication skills. The focus of this course is on interpersonal and management skills.",,,2020-02-01,2020-04-01,,"Enhancing Soft Skills and Personality The course aims to cause an enhanced awareness about the significance of soft skills in professional and inter-personal communications and facilitate an all-round development of personality. Hard or technical skills help securing a basic position in one's life and career. But only soft skills can ensure a person retain it, climb further, reach a pinnacle, achieve excellence, and derive fulfilment and supreme joy. Soft skills comprise pleasant and appealing personality traits as self-confidence, positive attitude, emotional intelligence, social grace, flexibility, friendliness and effective communication skills. The focus of this course is on interpersonal and management skills. The course aims to cause an enhanced awareness about the significance of soft skills in professional and inter-personal communications and facilitate an all-round development of personality. Hard or technical skills help securing a basic position in one's life and career. But only soft skills can ensure a person retain it, climb further, reach a pinnacle, achieve excellence, and derive fulfilment and supreme joy. Soft skills comprise pleasant and appealing personality traits as self-confidence, positive attitude, emotional intelligence, social grace, flexibility, friendliness and effective communication skills. The focus of this course is on interpersonal and management skills."
,Biomedical Signal Processing,Prof. Sudipta Mukhopadhyay,Unknown,general,,,,,,,"This course is prepared for the engineering students in their final year of undergraduate studies or in their graduate studies. Electrical Engineering students with a good background in Signals and Systems are prepared to take this course.  Students in other engineering disciplines, or in computer science, mathematics, geo physics or physics should also be able to follow this course. While a course in Digital Signal Processing would be useful, it is not necessary for a capable student.
The course has followed problem solving approach as engineers are known as problem solvers. The entire course is presented in the form of series of problems and solutions.","This course is prepared for the engineering students in their final year of undergraduate studies or in their graduate studies. Electrical Engineering students with a good background in Signals and Systems are prepared to take this course.  Students in other engineering disciplines, or in computer science, mathematics, geo physics or physics should also be able to follow this course. While a course in Digital Signal Processing would be useful, it is not necessary for a capable student.
The course has followed problem solving approach as engineers are known as problem solvers. The entire course is presented in the form of series of problems and solutions.",,,2018-01-01,2018-04-01,,"Biomedical Signal Processing This course is prepared for the engineering students in their final year of undergraduate studies or in their graduate studies. Electrical Engineering students with a good background in Signals and Systems are prepared to take this course.  Students in other engineering disciplines, or in computer science, mathematics, geo physics or physics should also be able to follow this course. While a course in Digital Signal Processing would be useful, it is not necessary for a capable student.
The course has followed problem solving approach as engineers are known as problem solvers. The entire course is presented in the form of series of problems and solutions. This course is prepared for the engineering students in their final year of undergraduate studies or in their graduate studies. Electrical Engineering students with a good background in Signals and Systems are prepared to take this course.  Students in other engineering disciplines, or in computer science, mathematics, geo physics or physics should also be able to follow this course. While a course in Digital Signal Processing would be useful, it is not necessary for a capable student.
The course has followed problem solving approach as engineers are known as problem solvers. The entire course is presented in the form of series of problems and solutions."
,Steel Quality : Role of Secondary Refining & Continuous Casting,Prof. Santanu Kr. Ray,Unknown,general,,,,,,,Quality of  steel  plays  an  important  role  in  imparting  the  specific  application requirements  to the product. Cleanliness  as well as absence of defects are two broad  facets of the quality of  a steel product. Aim of this course is to give a brief introduction to the importance of  secondary refining and continuous casting in achieving the desirable cleanliness and surface quality  of   cast  and  hot  rolled  steels.,Quality of  steel  plays  an  important  role  in  imparting  the  specific  application requirements  to the product. Cleanliness  as well as absence of defects are two broad  facets of the quality of  a steel product. Aim of this course is to give a brief introduction to the importance of  secondary refining and continuous casting in achieving the desirable cleanliness and surface quality  of   cast  and  hot  rolled  steels.,,,2017-08-01,2017-10-01,,Steel Quality : Role of Secondary Refining & Continuous Casting Quality of  steel  plays  an  important  role  in  imparting  the  specific  application requirements  to the product. Cleanliness  as well as absence of defects are two broad  facets of the quality of  a steel product. Aim of this course is to give a brief introduction to the importance of  secondary refining and continuous casting in achieving the desirable cleanliness and surface quality  of   cast  and  hot  rolled  steels. Quality of  steel  plays  an  important  role  in  imparting  the  specific  application requirements  to the product. Cleanliness  as well as absence of defects are two broad  facets of the quality of  a steel product. Aim of this course is to give a brief introduction to the importance of  secondary refining and continuous casting in achieving the desirable cleanliness and surface quality  of   cast  and  hot  rolled  steels.
,Technologies For Clean And Renewable Energy Production,Prof.P. Mondal,Unknown,general,,,,,,,The course deals with the production of energy from different fossil fuels through cleaner routes as well as from renewable resources. It is intended to help the young scientific professionals to keep their knowledge upgraded with the current thoughts and newer technology options along with their advances in the field of the utilization of different types of energy resources for cleaner energy production.,The course deals with the production of energy from different fossil fuels through cleaner routes as well as from renewable resources. It is intended to help the young scientific professionals to keep their knowledge upgraded with the current thoughts and newer technology options along with their advances in the field of the utilization of different types of energy resources for cleaner energy production.,,,2021-07-01,2021-09-01,,Technologies For Clean And Renewable Energy Production The course deals with the production of energy from different fossil fuels through cleaner routes as well as from renewable resources. It is intended to help the young scientific professionals to keep their knowledge upgraded with the current thoughts and newer technology options along with their advances in the field of the utilization of different types of energy resources for cleaner energy production. The course deals with the production of energy from different fossil fuels through cleaner routes as well as from renewable resources. It is intended to help the young scientific professionals to keep their knowledge upgraded with the current thoughts and newer technology options along with their advances in the field of the utilization of different types of energy resources for cleaner energy production.
,Material Characterization,Prof. Sankaran.S,Unknown,general,,,,,,,"It is the first course at the under graduate level on microstructural characterization of materials. This course will cover the basic principles and techniques of X-ray diffraction, optical, scanning electron and transmission electron microscopy along with demonstrations of the instrument details and imaging experiments through videos.  This course also deals with the sample preparation techniques for the microstructural analysis with practical examples through videos.","It is the first course at the under graduate level on microstructural characterization of materials. This course will cover the basic principles and techniques of X-ray diffraction, optical, scanning electron and transmission electron microscopy along with demonstrations of the instrument details and imaging experiments through videos.  This course also deals with the sample preparation techniques for the microstructural analysis with practical examples through videos.",,,2020-01-01,2020-04-01,,"Material Characterization It is the first course at the under graduate level on microstructural characterization of materials. This course will cover the basic principles and techniques of X-ray diffraction, optical, scanning electron and transmission electron microscopy along with demonstrations of the instrument details and imaging experiments through videos.  This course also deals with the sample preparation techniques for the microstructural analysis with practical examples through videos. It is the first course at the under graduate level on microstructural characterization of materials. This course will cover the basic principles and techniques of X-ray diffraction, optical, scanning electron and transmission electron microscopy along with demonstrations of the instrument details and imaging experiments through videos.  This course also deals with the sample preparation techniques for the microstructural analysis with practical examples through videos."
,Theory of Computation,Prof. Raghunath Tewari,Unknown,general,,,,,,,This is an introductory course on Theory of Computation intended for undergraduate students in computer science. In this course we will introduce various models of computation and study their power and limitations. We will also explore the properties of the corresponding language classes defined by these models and the relations between them. We will assume the student is comfortable in analytical reasoning and has preferably done a course on Data Structures and Algorithms.,This is an introductory course on Theory of Computation intended for undergraduate students in computer science. In this course we will introduce various models of computation and study their power and limitations. We will also explore the properties of the corresponding language classes defined by these models and the relations between them. We will assume the student is comfortable in analytical reasoning and has preferably done a course on Data Structures and Algorithms.,,,2016-07-01,2016-09-01,,Theory of Computation This is an introductory course on Theory of Computation intended for undergraduate students in computer science. In this course we will introduce various models of computation and study their power and limitations. We will also explore the properties of the corresponding language classes defined by these models and the relations between them. We will assume the student is comfortable in analytical reasoning and has preferably done a course on Data Structures and Algorithms. This is an introductory course on Theory of Computation intended for undergraduate students in computer science. In this course we will introduce various models of computation and study their power and limitations. We will also explore the properties of the corresponding language classes defined by these models and the relations between them. We will assume the student is comfortable in analytical reasoning and has preferably done a course on Data Structures and Algorithms.
,Optimization in Chemical Engineering,Debasis Sarkar,Unknown,general,,,,,,,"The objective of this course is to introduce optimization techniques to engineering students, with an emphasis on problems arising in Chemical
Engineering applications. The course includes both linear and nonlinear programming problems.
The first portion of the course introduces the basic concepts in optimization and how to obtain a mathematical representation of the
optimization problem. The second portion of the course describes different solution techniques that can be used to actually solve such
problems. Finally, a set of software tools for the solution of optimization problems are also discussed.
Upon successful completion of this course, the student will be able to understand the basic theoretical principles in optimization, formulate
the optimization problem, and choose appropriate method/solver for solution of the optimization problem","The objective of this course is to introduce optimization techniques to engineering students, with an emphasis on problems arising in Chemical
Engineering applications. The course includes both linear and nonlinear programming problems.
The first portion of the course introduces the basic concepts in optimization and how to obtain a mathematical representation of the
optimization problem. The second portion of the course describes different solution techniques that can be used to actually solve such
problems. Finally, a set of software tools for the solution of optimization problems are also discussed.
Upon successful completion of this course, the student will be able to understand the basic theoretical principles in optimization, formulate
the optimization problem, and choose appropriate method/solver for solution of the optimization problem",,,2020-01-01,2020-04-01,,"Optimization in Chemical Engineering The objective of this course is to introduce optimization techniques to engineering students, with an emphasis on problems arising in Chemical
Engineering applications. The course includes both linear and nonlinear programming problems.
The first portion of the course introduces the basic concepts in optimization and how to obtain a mathematical representation of the
optimization problem. The second portion of the course describes different solution techniques that can be used to actually solve such
problems. Finally, a set of software tools for the solution of optimization problems are also discussed.
Upon successful completion of this course, the student will be able to understand the basic theoretical principles in optimization, formulate
the optimization problem, and choose appropriate method/solver for solution of the optimization problem The objective of this course is to introduce optimization techniques to engineering students, with an emphasis on problems arising in Chemical
Engineering applications. The course includes both linear and nonlinear programming problems.
The first portion of the course introduces the basic concepts in optimization and how to obtain a mathematical representation of the
optimization problem. The second portion of the course describes different solution techniques that can be used to actually solve such
problems. Finally, a set of software tools for the solution of optimization problems are also discussed.
Upon successful completion of this course, the student will be able to understand the basic theoretical principles in optimization, formulate
the optimization problem, and choose appropriate method/solver for solution of the optimization problem"
,Introduction to Abstract and Linear Algebra,Prof. Sourav Mukhopadhyay,Unknown,general,,,,,,,"Abstract and Linear Algebra are applicable to every discipline, be it
engineering and technology, economics or social sciences. It is essential
for the students to get acquainted with the subject of Abstract and Linear
Algebra at an early stage. The present course has been designed to
introduce the subject to undergraduate/postgraduate students in science
and engineering. The course contains a good introduction to each topic
and an advance treatment of theory at a fairly understandable level to
the students at this stage.","Abstract and Linear Algebra are applicable to every discipline, be it
engineering and technology, economics or social sciences. It is essential
for the students to get acquainted with the subject of Abstract and Linear
Algebra at an early stage. The present course has been designed to
introduce the subject to undergraduate/postgraduate students in science
and engineering. The course contains a good introduction to each topic
and an advance treatment of theory at a fairly understandable level to
the students at this stage.",,,2019-08-01,2019-10-01,,"Introduction to Abstract and Linear Algebra Abstract and Linear Algebra are applicable to every discipline, be it
engineering and technology, economics or social sciences. It is essential
for the students to get acquainted with the subject of Abstract and Linear
Algebra at an early stage. The present course has been designed to
introduce the subject to undergraduate/postgraduate students in science
and engineering. The course contains a good introduction to each topic
and an advance treatment of theory at a fairly understandable level to
the students at this stage. Abstract and Linear Algebra are applicable to every discipline, be it
engineering and technology, economics or social sciences. It is essential
for the students to get acquainted with the subject of Abstract and Linear
Algebra at an early stage. The present course has been designed to
introduce the subject to undergraduate/postgraduate students in science
and engineering. The course contains a good introduction to each topic
and an advance treatment of theory at a fairly understandable level to
the students at this stage."
,Regression analysis,Prof. Soumen Maity,Unknown,general,,,,,,,"Regression analysis is one of the most powerful methods in statistics for determining the relationships between variables and using these relationships to forecast future observations. The foundation of regression analysis is very helpful for any kind of modelling exercises. Regression models are used to predict and forecast future outcomes.  Its popularity in finance is very high; it is also very popular in other disciplines like life and biological sciences, management, engineering, etc.  In this online course, you will learn how to derive simple and multiple linear regression models, learn what assumptions underline the models, learn how to test whether your data satisfy those assumptions and what can be done when those assumptions are not met, and develop strategies for building best models. We will also learn how to create dummy variables and interpret their effects in multiple regression analysis; to build polynomial regression models and generalized linear models.","Regression analysis is one of the most powerful methods in statistics for determining the relationships between variables and using these relationships to forecast future observations. The foundation of regression analysis is very helpful for any kind of modelling exercises. Regression models are used to predict and forecast future outcomes.  Its popularity in finance is very high; it is also very popular in other disciplines like life and biological sciences, management, engineering, etc.  In this online course, you will learn how to derive simple and multiple linear regression models, learn what assumptions underline the models, learn how to test whether your data satisfy those assumptions and what can be done when those assumptions are not met, and develop strategies for building best models. We will also learn how to create dummy variables and interpret their effects in multiple regression analysis; to build polynomial regression models and generalized linear models.",,,2018-07-01,2018-10-01,,"Regression analysis Regression analysis is one of the most powerful methods in statistics for determining the relationships between variables and using these relationships to forecast future observations. The foundation of regression analysis is very helpful for any kind of modelling exercises. Regression models are used to predict and forecast future outcomes.  Its popularity in finance is very high; it is also very popular in other disciplines like life and biological sciences, management, engineering, etc.  In this online course, you will learn how to derive simple and multiple linear regression models, learn what assumptions underline the models, learn how to test whether your data satisfy those assumptions and what can be done when those assumptions are not met, and develop strategies for building best models. We will also learn how to create dummy variables and interpret their effects in multiple regression analysis; to build polynomial regression models and generalized linear models. Regression analysis is one of the most powerful methods in statistics for determining the relationships between variables and using these relationships to forecast future observations. The foundation of regression analysis is very helpful for any kind of modelling exercises. Regression models are used to predict and forecast future outcomes.  Its popularity in finance is very high; it is also very popular in other disciplines like life and biological sciences, management, engineering, etc.  In this online course, you will learn how to derive simple and multiple linear regression models, learn what assumptions underline the models, learn how to test whether your data satisfy those assumptions and what can be done when those assumptions are not met, and develop strategies for building best models. We will also learn how to create dummy variables and interpret their effects in multiple regression analysis; to build polynomial regression models and generalized linear models."
,Emotional Intelligence,Prof. Rabindra Kumar Pradhan,Unknown,general,,,,,,,"âIntelligence quotient (IQ) gets you hired but emotional quotient (EQ) gets you promotedâ. This popular quote by Times magazine during late nineties has made the concept of emotional intelligence more popular among people by highlighting its multiple implications and applications. The uses and utility of emotional intelligence at home, school and workplace have benefited thousands in many disciplines. This course is designed to sensitize the participants about the concept, theory and applications of emotional intelligence. The participants will get to know the added advantage of EQ the software of the brain over the hardware (EQ). This programme will also explore how our hearts rule over our heads for creative creation. It will also focus on how various principles of emotional intelligence guide us in different contexts of life. The awareness about the credo of emotional intelligence will develop insights into self-regulation and realization of oneâs optimum potentials for better performance. The participants will come to know about many unknowns of life, which will further help them to enhance their awareness to be effective on their roles. The course will offer useful lessons with the help of practical exercises, games, audio-visual instruments, case studies, classroom interaction to show the road map how to foster emotional intelligence in organisation for achieving health, happiness and optimal performance at work.","âIntelligence quotient (IQ) gets you hired but emotional quotient (EQ) gets you promotedâ. This popular quote by Times magazine during late nineties has made the concept of emotional intelligence more popular among people by highlighting its multiple implications and applications. The uses and utility of emotional intelligence at home, school and workplace have benefited thousands in many disciplines. This course is designed to sensitize the participants about the concept, theory and applications of emotional intelligence. The participants will get to know the added advantage of EQ the software of the brain over the hardware (EQ). This programme will also explore how our hearts rule over our heads for creative creation. It will also focus on how various principles of emotional intelligence guide us in different contexts of life. The awareness about the credo of emotional intelligence will develop insights into self-regulation and realization of oneâs optimum potentials for better performance. The participants will come to know about many unknowns of life, which will further help them to enhance their awareness to be effective on their roles. The course will offer useful lessons with the help of practical exercises, games, audio-visual instruments, case studies, classroom interaction to show the road map how to foster emotional intelligence in organisation for achieving health, happiness and optimal performance at work.",,,2022-01-01,2022-03-01,,"Emotional Intelligence âIntelligence quotient (IQ) gets you hired but emotional quotient (EQ) gets you promotedâ. This popular quote by Times magazine during late nineties has made the concept of emotional intelligence more popular among people by highlighting its multiple implications and applications. The uses and utility of emotional intelligence at home, school and workplace have benefited thousands in many disciplines. This course is designed to sensitize the participants about the concept, theory and applications of emotional intelligence. The participants will get to know the added advantage of EQ the software of the brain over the hardware (EQ). This programme will also explore how our hearts rule over our heads for creative creation. It will also focus on how various principles of emotional intelligence guide us in different contexts of life. The awareness about the credo of emotional intelligence will develop insights into self-regulation and realization of oneâs optimum potentials for better performance. The participants will come to know about many unknowns of life, which will further help them to enhance their awareness to be effective on their roles. The course will offer useful lessons with the help of practical exercises, games, audio-visual instruments, case studies, classroom interaction to show the road map how to foster emotional intelligence in organisation for achieving health, happiness and optimal performance at work. âIntelligence quotient (IQ) gets you hired but emotional quotient (EQ) gets you promotedâ. This popular quote by Times magazine during late nineties has made the concept of emotional intelligence more popular among people by highlighting its multiple implications and applications. The uses and utility of emotional intelligence at home, school and workplace have benefited thousands in many disciplines. This course is designed to sensitize the participants about the concept, theory and applications of emotional intelligence. The participants will get to know the added advantage of EQ the software of the brain over the hardware (EQ). This programme will also explore how our hearts rule over our heads for creative creation. It will also focus on how various principles of emotional intelligence guide us in different contexts of life. The awareness about the credo of emotional intelligence will develop insights into self-regulation and realization of oneâs optimum potentials for better performance. The participants will come to know about many unknowns of life, which will further help them to enhance their awareness to be effective on their roles. The course will offer useful lessons with the help of practical exercises, games, audio-visual instruments, case studies, classroom interaction to show the road map how to foster emotional intelligence in organisation for achieving health, happiness and optimal performance at work."
,Geo Spatial Analysis in Urban Planning,Prof. Saikat Kumar Paul,Unknown,general,,,,,,,The objective of this course is to teach the theory and process of spatial relationships as applied to urban form and the development and analysis of urban environments using geographic information systems and spatial analysis techniques such as spatial statistical modeling,The objective of this course is to teach the theory and process of spatial relationships as applied to urban form and the development and analysis of urban environments using geographic information systems and spatial analysis techniques such as spatial statistical modeling,,,2020-01-01,2020-02-01,,Geo Spatial Analysis in Urban Planning The objective of this course is to teach the theory and process of spatial relationships as applied to urban form and the development and analysis of urban environments using geographic information systems and spatial analysis techniques such as spatial statistical modeling The objective of this course is to teach the theory and process of spatial relationships as applied to urban form and the development and analysis of urban environments using geographic information systems and spatial analysis techniques such as spatial statistical modeling
